"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewImages/11","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value","variantAttributes/3/key","variantAttributes/3/value"
"United States",,"2024-03-09",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","75",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Phone arrived defective . Speakers at the top do not work . Was a gift for my son to contact his kids , Since his phone broke . So I tried to send back . YOU CANNOT SEND THE PHONE BACK !!! If you do, You will only get a partial refund . They told me Apple is supposed to fix it. So I’m going to have send it off and mean while I discovered there is more wrong with the phone !!! PLEASE DONT MAKE THE MISTAKE I DID . THIS IS A SCAM! It’s giving Amazon a bad name! INSTEAD OF FIXING THE PHONES AND THEN SELLING THEM , THEY ARE RECEIVING THEM BROKEN AND SELLING THEM MAKING YOU DO THE WORK OF GETTING IT FIXED . Take back all your bad energy","R1XQD359VZ3F81",,,,,,,,,,,,,"3","Apple iPhone 12 Pro, 128GB, Gold - Fully Unlocked (Renewed)","https://www.amazon.com/gp/customer-reviews/R1XQD359VZ3F81","Reviewed in the United States on March 9, 2024","12411","850",,,"Size: 128GB, Color: Gold, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Gold","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-04-02",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","76",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The iPhone 12 Pro was defective, the ear speaker didn’t work it was muted and the battery depleted in less than 2 hours. The return process was good but it was a waste of time.","R2U8NJ63I7VEBP",,,,,,,,,,,,,,"iPhone 12 Pro","https://www.amazon.com/gp/customer-reviews/R2U8NJ63I7VEBP","Reviewed in the United States on April 2, 2025","12411","850",,,"Size: 256GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-02-27",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","77",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Two Apple iPhone 12 Pro's were purchased as both descriptions indicated ""renewed"" - this is the story of the first (but there is a sequel). In this case, the exterior was wonderful, clean, and everything appeared to be ready to go but the battery was dead. Plugging into a multitude of chargers, charging cords (including the used cord provided) yielded absolutely nothing. After hours of being connected (see video) in the hopes that the Apple iBrick 12 Pro would eventually charge –– nothing. ""Renewed"" evidently means the iOS was reset and the exterior wiped with a clean cloth. In less than the one-day turnaround for return, I stumbled upon the reviews of the DNCL-Techzone. The many one-star reviews tell the story. Please read Apple iBrick 12 Pro (The Sequel); I will not purchase from DNCL-Techzone.","R2898TV13Z20UU",,,,,,,,,,,,,"8","""renewed"" iphone - the story of Apple iBrick 12 Pro","https://www.amazon.com/gp/customer-reviews/R2898TV13Z20UU","Reviewed in the United States on February 27, 2024","12411","850",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-06-16",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","78",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Bad bad ! Purchased a iPhone 12 pro and it came with blown speakers.","R2YJDMBMRQ1UNN",,,,,,,,,,,,,,"Bad refurbished phone","https://www.amazon.com/gp/customer-reviews/R2YJDMBMRQ1UNN","Reviewed in the United States on June 16, 2025","12411","850",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-09-23",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","79",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Ordered an iPhone 12 Pro Within 7 Months the screen just popped off! Not damaged, not dropped just touched the screen last night and it bounced up, took of the case and then it fell of entirely only being held by a cable. Called the customer service - they don’t care after 90 days. It’s clear to me at least that they do not use enough adhesive when refurbishing the phone and in my case replacing the original screen. They could have offered to resolve for a shipping/small fee (Great Service), they instead claimed the Amazon 90 day policy and good luck to you.","R2E0DJVGM1UUJG",,,,,,,,,,,,,,"Terrible! Just avoid this seller!","https://www.amazon.com/gp/customer-reviews/R2E0DJVGM1UUJG","Reviewed in the United States on September 23, 2024","12411","850",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-09-17",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","80",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","No ha sido posible, encender mi iphone, solo me dan vueltas y vueltas y me dicen que si deseo devolver el articulo yo tengo que correr con todos los costos de envio, y regreso a mi, para al final darme el mismo iphone defectuoso, odio esta compra que he realizado, veo que a mucha gente le fue bien con esta compra, pero todos tenemos un día, si Amazon me ayuda a resolver este caso y por lo menos me hacen una video llamada explicandome que debo hacer, puede que cambie de opnión. Pero mientras tanto tengo, casi tres semanas sin mi telefono que compre con mi dinero.","RNUTVWYR5LTCZ",,,,,,,,,,,,,,"Mi Iphone no enciende","https://www.amazon.com/gp/customer-reviews/RNUTVWYR5LTCZ","Reviewed in the United States on September 17, 2024","12411","850",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-02-15",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","81",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","the speaker isn't working. from time I turned on the phone and set it up it went well. at least I thought it was. the speaker isn't workimg. I regret not checking it in front of the delivery driver. I'm disappointed. now I have to pay $175 to get it fixed. this should not be","R2RW7XGUR80DN8",,,,,,,,,,,,,,"that the phone is working well","https://www.amazon.com/gp/customer-reviews/R2RW7XGUR80DN8","Reviewed in the United States on February 15, 2025","12411","850",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-06-16",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","82",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Desde el primer día se trababa la pantalla Ala semana no servía para nada","R1ON8VZIEF42B5",,,,,,,,,,,,,,"Muy malo","https://www.amazon.com/gp/customer-reviews/R1ON8VZIEF42B5","Reviewed in the United States on June 16, 2025","12411","850",,,"Size: 256GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-02-10",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","83",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","in less than a year. the phone stopped working. it had a back proxmity sensor and then it would no loger update it got stuck on the apple flashing logo, doesn;t work anymore. what a waste of money. do not buy used or refurbished your are not really saving that much money","R3VXXF6ML5EQ0I",,,,,,,,,,,,,,"bad proximity sensor now stuck on apple flashing logo","https://www.amazon.com/gp/customer-reviews/R3VXXF6ML5EQ0I","Reviewed in the United States on February 10, 2025","12411","850",,,"Size: 512GB, Color: Gold, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","512GB","Color","Gold","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-03-17",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","84",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Phone had issues with charger port and will not charge. Contacted customer service and was told to return it for a replacement. I recieved all return instructions and packing slip and was told I can return the phone by 4/3/23. It took me a few days to find a replacement phone to use while I was waiting to receive the new one. I got phone reset and packaged to return for a replacement when all of a sudden got told I could no longer return the phone even though it was way before the return by date I was sent of 4/3/23. Now I am stuck with a damaged phone. The whole reason I purchase through Amazon is for the return guarantee, and am disappointed in the customer service I recieved","R3O046T7M1QN6T",,,,,,,,,,,,,"2","Poor customer service","https://www.amazon.com/gp/customer-reviews/R3O046T7M1QN6T","Reviewed in the United States on March 17, 2024","12411","850",,,"Size: 256GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-01-24",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","85",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Product did not work wouldn’t stay connected to network. Returned is on its way back saying 30 days for a refund which is BS. $380 and I have to wait weeks to a month to even be issued a refund. DO NOT BUY FROM THIS COMPANY. Amazon has failed also. Customer service use to be good. Now they don’t care if you die waiting for a refund. They just give excuses after excuse. F*** Amazon","R35PMY4KPQQRNE",,,,,,,,,,,,,,"Device had internal issues not allowing it to be connected to Carrier network","https://www.amazon.com/gp/customer-reviews/R35PMY4KPQQRNE","Reviewed in the United States on January 24, 2025","12411","850",,,"Size: 128GB, Color: Silver, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Silver","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-04-07",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","86",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","La pila desde que lo prendí se descargaba frecuentemente y ahora ya no le dura más dos horas. Aquí quién responde? Porque es un problema de la carga de la pila","R207JPEG4UBSZ6",,,,,,,,,,,,,,"La pila no sirve","https://www.amazon.com/gp/customer-reviews/R207JPEG4UBSZ6","Reviewed in the United States on April 7, 2025","12411","850",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2023-04-17",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","87",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I paid for an Amazon Renewed iPhone 12 pro. A fairly expensive renewed phone that was backed with a 90 day ""Guaranteed by Amazon Quick support for claims and troubleshooting. Eligible for replacement or refund within 90 days of receipt if you are not satisfied."" Well this phone constantly froze and required restarts. I spent hours trying to troubleshoot but I think the phone was just bad. Upon returning the phone within 90 days I was issued a partial refund by the seller with an almost $90 restocking fee. This goes against the Amazon renewed phone guarantee - even if I had returned it just because I didn't like it - let alone it was defective. Further - the battery was only at 81% - just barely above the required minimum. Now I have to spend time working with Amazon just to reclaim the refund I was ""guaranteed"". Waste of time and terrible seller - clearly trying to make money restocking garbage phones.","R3G1SONY0XQN5V",,,,,,,,,,,,,"4","Buy phones from someone else","https://www.amazon.com/gp/customer-reviews/R3G1SONY0XQN5V","Reviewed in the United States on April 17, 2023","12411","850",,,"Size: 512GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","512GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-10-11",,"oneStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","88",,,"B08PMYLKVF","B08PMYLKVF","1","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","They don’t inspect the phones or do diagnostic tests it’s a lie , they sent me a phone that I can’t do nothing with, just turn it on and look at the screen, the phone doesn’t connect to wifi Or Bluetooth because of internal damage that they should’ve detected when they ran their diagnostic test, also it was damage to the SIM card part of the phone , I took the phone to apple and it was a rap sheet of errors and damages to the phone, shouldn’t Amazon’s diagnostic testing pick that up as well🤔","R3AU936M6RY2W8",,,,,,,,,,,,,,"They don’t test the phones be careful","https://www.amazon.com/gp/customer-reviews/R3AU936M6RY2W8","Reviewed in the United States on October 11, 2024","12411","850",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
