"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"United States",,"2024-01-06",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","6",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I purchased this phone on Amazon over buying one locally on Marketplace. You hear horror stories about bad ESN’s and phones that money is owed on them. So, I decided to look on Amazon. Found this phone and seller and ordered the iPhone. When it arrived I took it to the Apple Store to have a screen protector installed. They tried two different ones and both would not adhere completely to the glass. They determined the glass was flawed with a ripple at the bottom not allowing the bubbles to escape. I contacted the seller and they said I could send it back a just order another one. So, I did. The second one had the exact same problem. I sent that one back and ended up buying a new iPhone 15 Pro from the Apple Store. Today, I received a message from the seller that they received my return but will not refund my purchase. They are claiming that the unit that I returned was not purchased from them!?! I told them they had mistaken and it was indeed purchased from them and definitely nobody else! I even sent them screen shots of the ESN screens before I sent it back. Now I’m on the phone with Amazon customer support reporting this company. This is a very unfortunate situation. I buy a lot on amazon and have NEVER had a problem like this! I think they may be refurbing these phones with defective screens.","RH1YV59SGVLM2",,,,,,,,,,,,"36","TERRIBLE EXPERIENCE! 2 DEFECTIVE iPHONES - REFUSED TO REFUND! BUYER BEWARE!","https://www.amazon.com/gp/customer-reviews/RH1YV59SGVLM2","Reviewed in the United States on January 6, 2024","3610","390",,,"Service Provider: Unlocked, Color: Sliver, Size: 1TB","B0BN96CCM6","Service Provider","Unlocked","Color","Sliver","Size","1TB"
"United States",,"2025-01-18",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","7",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","As soon as I got the phone it worked for like 5 minutes. Started the process of transferring my eSIM to it and as soon as it transferred the iPhone stopped working. (Tried a hard reset, did not work.) Then I noticed “wow this thing is not holding a charge at all.” Tried many different iPhone wires (did not work.) When I can get it to turn on (for about 1 minute) the screen is stuck on the welcome (hello) screen. So now I’m going to have to pay more money to see if Apple could fix the phone and if they can’t I’m going to have to call my carrier and figure out a way to get a new SIM card. If I could give it zero stars I would this is ridiculous, especially after the guaranty of of getting an (excellent condition) iPhone. My mistake for getting an iPhone off amazon I suppose. (Update) went to Apple Store they said it would cost me another $500 to fix it. So def not paying that. Luckily I can still return the product. (Update) started the process for a refund and returned the phone with all the items included. It’s been almost 2 months now and now there’s an issue with getting a refund back. Ridiculous and shady.","R2O1I1M3MIMP88",,,,,,,,,,,,"24","PHONE DOES NOT WORK RIGHT OUT THE BOX","https://www.amazon.com/gp/customer-reviews/R2O1I1M3MIMP88","Reviewed in the United States on January 18, 2025","3610","390",,,"Service Provider: Unlocked, Color: Space Black, Size: 256GB","B0BN96CCM6","Service Provider","Unlocked","Color","Space Black","Size","256GB"
"United States",,"2025-05-09",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","8",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Honestly, not that good. It says ""Unknown Part"" in the battery section, meaning they swapped out the Apple battery for a different non-genuine battery. There's a slight burn in which is typically caused by a misused battery. And it's stuck in a boot loop, it keeps shutting itself off COMPLETELY and then turning back on every 10 minutes or so. It came with a bunch of grime on the camera lenses, and as I'm writing this, it just booted up again. It also took a full week to get here, which is weird considering I used Prime, and all the other options didn't take as long. Sincerely feel like I got ripped off. It's a genuine iPhone 14 Pro, but they replaced the battery (not officially), stuck in a boot loop, has burn-in from the screen, and had weird grime when i got it. I will probably be returning this.","RIANE8WUI74TY",,,,,,,,,,,,"2","Scammy! TalkTek is suspicious","https://www.amazon.com/gp/customer-reviews/RIANE8WUI74TY","Reviewed in the United States on May 9, 2025","3610","390",,,"Service Provider: Unlocked, Color: Deep Purple, Size: 256GB","B0BN96CCM6","Service Provider","Unlocked","Color","Deep Purple","Size","256GB"
"United States",,"2025-05-21",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","9",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The phone took 3 days to arrive, required a signature ( fortunately I happened to be at home when UPS arrived) but the phone did not function. The screen was completely blank. I talked to a customer service rep who said that it was defective and told me to return it through Amazon. I asked if they could expedite a replacement and he said I would have to go through Amazon for that. When I talked to an Amazon rep, he said they would have to request that through the seller. In the end, I got a message from the seller that they had no more stock of that phone. Just ""sorry, we're out of stock"". Bad experience all around.","R1ML804UXQBXHM",,,,,,,,,,,,,"Still don't have a phone.","https://www.amazon.com/gp/customer-reviews/R1ML804UXQBXHM","Reviewed in the United States on May 21, 2025","3610","390",,,"Service Provider: Unlocked, Color: Deep Purple, Size: 128GB","B0BN96CCM6","Service Provider","Unlocked","Color","Deep Purple","Size","128GB"
"United States",,"2023-12-06",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","10",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Update: 1/31 I ordered 2 phones because he wouldn’t send me a replacement until I sent the first one in. I am returning both. Both garbage. Battery life sucks. Phone shuts off randomly. Phone freezes to a point I can’t do anything on it. Will be returning once I purchase a new phone because one can’t go without a phone if you’re working and going to school. Should have just bought a nee phone from the store. Wasted time, if I could I would put no stars. UPDATE: 11/14 seller was only going to refund 734 out of 787. No reason why, wasn’t going to fully refund me when I only had the phone for 4 days and that was only because I was waiting on the replacement. I understand this is a renewed phone. I reached out to company in regards to my concern about the keyboard being super delayed / slow. They said they could send me a replacement, told them great ok but I can’t send this one until the replacement came because my old phone is being used by someone else and then they stopped replying. Also the fact that I have to have a phone to transfer my stuff over to. Dissatisfied. Other than that I haven’t came across any other issues in 2 days other than the battery heath is 97%. Just aggravated typing things and they aren’t willing to be helpful to someone who lives alone and has a job so I can’t go 4/5 days without a phone.","R2MKWRZL16E6EJ",,,,,,,,,,,,"23","TRASH.","https://www.amazon.com/gp/customer-reviews/R2MKWRZL16E6EJ","Reviewed in the United States on December 6, 2023","3610","390",,,"Service Provider: Unlocked, Color: Silver, Size: 128GB","B0BN96CCM6","Service Provider","Unlocked","Color","Silver","Size","128GB"
"United States",,"2024-09-22",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","11",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Where to start, first off I bought this phone in “excellent” condition, the first thing I noticed immediately upon opening it was there was scratches all along the border of the phone. Now why bother paying the extra money to receive a poor quality phone? Here’s another kicker, the camera SUCKED. Every time I tried to take a picture or video there was always red or white dots in the frame. It wasn’t dirt or a lens glare there was something wrong with the actual software or hardware. And don’t get me started on the customer service with Woot. It took like 3 days going back and forth with these people who just didn’t have a clue. I talked to a different person on every single message that was sent. They assumed I was waiting for a phone when I had already mentioned to someone else from there on that same message about how I wanted a replacement. Thank god I just went through Amazon and did a full return instead of replacement because I found a iPhone 15 pro max for the same price except it was actually in EXCELLENT condition. Now I have to wait until the middle of OCTOBER to get my money back!","R3HDCRT2L0ZAOG","https://m.media-amazon.com/images/I/614X6H3DDqL._SY88.jpg",,,,,,,,,,,"10","Absolute TRASH!!!","https://www.amazon.com/gp/customer-reviews/R3HDCRT2L0ZAOG","Reviewed in the United States on September 22, 2024","3610","390",,,"Service Provider: Unlocked, Color: Deep Purple, Size: 128GB","B0BN96CCM6","Service Provider","Unlocked","Color","Deep Purple","Size","128GB"
"United States",,"2025-07-04",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","12",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I purchased this device Feb of 2024. By June 2025 the battery swole up and I need to purchase a battery replacement. I am quite shocked since I’ve never had to replace an IPhone battery. I am shocked and disappointed that I needed to spend another nearly $200 because the phone is “unique” to replace the battery. I could’ve just bought a brand new phone for the cost it has been for repair. Buyer beware. For context, I have purchased a 12 mini previously and NEVER has any issued with a used phone.","R1P68GHMSS6KKA",,,,,,,,,,,,,"Battery is no good, even on excellent condition devices","https://www.amazon.com/gp/customer-reviews/R1P68GHMSS6KKA","Reviewed in the United States on July 4, 2025","3610","390",,,"Service Provider: Unlocked, Color: Deep Purple, Size: 1TB","B0BN96CCM6","Service Provider","Unlocked","Color","Deep Purple","Size","1TB"
"United States",,"2024-09-24",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","13",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","This was an awful experience, I found out the seller is using non Apple OEM parts such as my screen. This caused several issues - Screen responsiveness was not what would be expected - Full FPS/Refresh Rate not working - Screen randomly goes dark - OLED colors look washed out - Constant notifications from settings about the screen not being authentic I can’t even take this garbage to Apple if I wanted to spend the money and have them fix it, absolutely terrible purchase and if I could give it 0 stars I would Just wanted to add in, refunded this device and sent it back about a day after this review was published and have not received a refund at all and radio silence from Amazon. Had to contact my bank about this. AVOID SELLER AT ALL COSTS IF YOU WANT TO AVOID A HEADACHE Edit 2: I returned this device in September and FINALLY got a refund in DECEMBER, no offer from the seller or Amazon to reimburse me for fees my credit card company tried to charge me. If I could give negative stars I would absolutely awful experience from every party involved.","R16DOF39H6KGXQ",,,,,,,,,,,,"7","Non Apple Parts installed in Phone","https://www.amazon.com/gp/customer-reviews/R16DOF39H6KGXQ","Reviewed in the United States on September 24, 2024","3610","390",,,"Service Provider: Unlocked, Color: Gold, Size: 128GB","B0BN96CCM6","Service Provider","Unlocked","Color","Gold","Size","128GB"
"United States",,"2025-01-21",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","14",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I’d return if I hadn’t already sold mine, sold it with the expectation that this one was going to be decent. It freezes up several times during the day, to the point of just setting the phone down. Can’t wait around for my calculator to come up when I’m working bc my phone decided to freeze. The cameras the worse part. .. I was excited about the upgrade from an 11 to this 14Pro I got. When I got the phone the camera lenses had a bunch of lint inside. none of my pictures come out right. It’s as if I’m taking photos with a dirty lens. It never focuses I have to be zooming in and out and still not get a good pic. Pictures and videos have to be taken at 2x zoom to come out “Okay”. I’m very disappointed and I won’t be recommending in the future. I have photos of the dirty lense upon delivery and unboxing. This isn’t a hate comment. But I hope to help others refrain from purchase.","R1HNF6W3M1RYBL",,,,,,,,,,,,"6","Quality is Poor","https://www.amazon.com/gp/customer-reviews/R1HNF6W3M1RYBL","Reviewed in the United States on January 21, 2025","3610","390",,,"Service Provider: Cricket, Color: Deep Purple, Size: 256GB","B0BN96CCM6","Service Provider","Cricket","Color","Deep Purple","Size","256GB"
"United States",,"2024-04-13",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","15",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I purchased an IPhone 14 pro from this seller. Received the phone and activated the phone. The phone was is great condition with 100 % battery. The phone worked for 2 weeks, then lost reception. I called my carrier, we tried to re activate the phone using both IMEI numbers but still didn't have reception. Everything looked good on thier end still no luck. Even called Apple to see if they could help. The only thing Apple found was that the phone was a demo phone. So I returned the phone. I had to return it back to the third party seller. They issued my refund but then retracted it and said that I returned the wrong device. I sent back the same phone that I received from them. They sent the phone back to me right away. I had to contact Amazon for help and returned the phone back to the company. Surprisingly enough they refunded me the second time I returned the phone. Why didn't they refund me on my first return, but did the 2nd time I returned it. They didn't have to make it so much of a hassle. Be careful buying any device from this company.","R3A2U1RKOWK5SI",,,,,,,,,,,,"22","Nothing but a hassle","https://www.amazon.com/gp/customer-reviews/R3A2U1RKOWK5SI","Reviewed in the United States on April 13, 2024","3610","390",,,"Service Provider: Verizon, Color: Space Black, Size: 128GB","B0BN96CCM6","Service Provider","Verizon","Color","Space Black","Size","128GB"
"United States",,"2025-06-29",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","16",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Do not buy; Battery is garbage. The battery was at 80% on arrival which is far from ""like new."" At 80%, it's only a year from when Apple says it will need to be replaced, which is $100 minimum. I reached out to the seller asking for a partial refund of $100 to cover the cost of replacing the battery and they just ignored me.","R2UI90ST7PFRRA",,,,,,,,,,,,,"Bad battery- do not buy!","https://www.amazon.com/gp/customer-reviews/R2UI90ST7PFRRA","Reviewed in the United States on June 29, 2025","3610","390",,,"Service Provider: Unlocked, Color: Space Black, Size: 256GB","B0BN96CCM6","Service Provider","Unlocked","Color","Space Black","Size","256GB"
"United States",,"2024-11-25",,"oneStar","https://www.amazon.com/Apple-iPhone-14-Pro-256GB/dp/B0BN96CCM6/ref=sr_1_1?crid=ZKTTUMWG9CXS&dib=eyJ2IjoiMSJ9.clCqNMuJi4LGD_bzblCfrfF2upJwfLj1DLOYHlr1ES8CRzSwZZ7y6NaXG57-xf4N8nUE691FZmkj6fbOlpPq1d7PuDOY3M_WhrYdTBSEPNsP7HQhPPdUpBHld4kfNdFXwJZtKY4Fq-kgNArbdv1ptskIHu6KA3msC6bAvtDqFuVqJVW4ZCvjUuv5KgqR5Xj41owCHcxswBdT2Gpwgs5MSW3QXV_TqKsCTUUsSs-tyjM.VNs3Jq2cSQ3QiCUYTbsCWVwJQ2iR1nrkCCqO-g46IM0&dib_tag=se&keywords=iphone%2B14%2Bpro&qid=1752827080&sprefix=iphone%2B14%2Bpro%2Caps%2C592&sr=8-1&th=1","false","true","17",,,"B0BN96CCM6","B0BN96CCM6","1","https://www.amazon.com/product-reviews/B0BN96CCM6?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0BN96CCM6&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Received my item, shipping box was in perfect condition, phone was well protected and undamaged. Immediately upon booting the phone up I noticed the screen looked strange. I then set up the phone and upon setup completion I was greeted with a big warning notification stating “this phone was repaired using non genuine Apple products, see more in settings” so I went to settings and can see that both the battery and screen were flagged as non genuine. I then reset the phone to return and took this video to show the screen. Shortly after the screen stopped working completely even though the phones noises were still responsive so i could tell if was still on. This listing is false advertising by definition and is frankly illegal. Nowhere in the listing does it say that the phone you receive may have non genuine apple parts. And no… no they are not the same as apple… clearly. Despite the seller assuring me the function is just as good as Apple. That is a blatant lie. Anyone who knows anything about electronics can confirm that. This whole thing is extremely shady. BUYERS BEWARE.","R1K2JAWTYLUK6D",,,,,,,,,,,,"17","REPAIRED WITH NON APPLE PARTS. BEWARE.","https://www.amazon.com/gp/customer-reviews/R1K2JAWTYLUK6D","Reviewed in the United States on November 25, 2024","3610","390",,,"Service Provider: Unlocked, Color: Space Black, Size: 128GB","B0BN96CCM6","Service Provider","Unlocked","Color","Space Black","Size","128GB"
