"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value","variantAttributes/3/key","variantAttributes/3/value"
"United States",,"2025-04-21",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","57",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Just now finally getting around to write a review but this phone has been a complete disaster from day one. Face ID doesn't work, it lacks basic iPhone features, and it came already scratched. Turns out it doesn't even have genuine Apple parts. To make matters worse, the screen literally fell off — and no, I didn’t even drop it. The damage made the phone ineligible for a return or replacement. I didn’t even have it for a full month. I spent over $200 on what turned out to be complete junk.","R368NAZ31G7PUE",,,,,,,,,,,"Do NOT Waste Your Money – This Phone is Junk","https://www.amazon.com/gp/customer-reviews/R368NAZ31G7PUE","Reviewed in the United States on April 21, 2025","31456","2375",,,"Size: 64GB, Color: Green, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","64GB","Color","Green","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-06-20",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","58",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","El teléfono estéticamente estaba de 10 el detalle fue la bocina auricular no funcionaba solamente en altavoz y pues así no me funciona un teléfono donde no puedas hablar en privado por lo que fue devuelto","R2WUM4XRNI6572",,,,,,,,,,,"No funciona al 100","https://www.amazon.com/gp/customer-reviews/R2WUM4XRNI6572","Reviewed in the United States on June 20, 2025","31456","2375",,,"Size: 128GB, Color: Green, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","128GB","Color","Green","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2023-02-07",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","59",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","So the phone will not reliably connect to the wifi and stay connected. Went through all the usual ways to fix it, no good. It just doesn't work. The link time is around 30% slower for download but upload is the same compared to the old Iphone 11. But nothing can be done to exchange it. I bought it as a gift for someone in Thailand, paid the extra shipping and importation fees. After a ridiculously delayed shipping time (about a month), it simply being placed into shipment, this happens right away and now there is nothing can do to exchange. They won't do a general send a new one and send back the old one. You're on your own for sending it back, and no exchange possible. Would have to pay and shipping charges over again, wait at least a week before having it recredited, and then take business elsewhere. Yes it was stupid of me to buy international off of here, but they said their 90 Warranty applies and offered it for international order. In reality it's a ripoff and now going to have to pay for a repair. A flaw this obvious really should have beeb caught for a rebuilt phone. They should never have released this from the factory. So naturally this can happen with one you buy. For me, a complete ripoff","RZQ6VXHKKKS5P",,,,,,,,,,"24","Bad Flaw And Impossible To Fix","https://www.amazon.com/gp/customer-reviews/RZQ6VXHKKKS5P","Reviewed in the United States on February 7, 2023","31456","2375",,,"Size: 128GB, Color: Red, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","128GB","Color","Red","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-07-10",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","60",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","We bought it 114 days ago. The battery has already stopped working! It had a 90 day warranty. If you want to take a chance with this company, make sure you buy the third party warranty.","R3FUBO70IYWKCE",,,,,,,,,,,"Battery stops right outside warranty","https://www.amazon.com/gp/customer-reviews/R3FUBO70IYWKCE","Reviewed in the United States on July 10, 2025","31456","2375",,,"Size: 128GB, Color: White, Service Provider: Unlocked, Product grade: Renewed Premium","B08PP5MSVB","Size","128GB","Color","White","Service Provider","Unlocked","Product grade","Renewed Premium"
"United States",,"2024-12-31",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","61",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Terrible product. The screen has problems since I took it out of the box. It would ghost type which means it would type in touch the screen when I was not touching it. I went and got the screen serviced, and even after then it was still having problems. Then one day the screen blacked out, but the phone was still working behind the screen, I could hear the video it was playing, and I could still use my Siri, when contacting the seller for a return, they told me they could not return it because I had already taken the phone out of the box and had someone service it. It doesn’t matter because Amazon already approved the return. Don’t waste your money because the sellers will not help you with any problems you have and will not give you refunds.","R1PRT72VHVLOTR",,,,,,,,,,,"Screen problems since I bought it","https://www.amazon.com/gp/customer-reviews/R1PRT72VHVLOTR","Reviewed in the United States on December 31, 2024","31456","2375",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-05-24",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","62",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Bought this phone expecting it to last atleast 6 months but the charging port was broke and loose, the back camrea has not focus, was a total waste of purchase and they should make sure the phone is in “excellent” condition before advertising that they are, also Amazon has no way of contacting someone to make it right","R2R4Q1OC8V17JY",,,,,,,,,,,"Broke phone","https://www.amazon.com/gp/customer-reviews/R2R4Q1OC8V17JY","Reviewed in the United States on May 24, 2025","31456","2375",,,"Size: 64GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","64GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-06-15",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","63",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I bought this phone for my granddaughter 3 months ago and it works good except the fact it won’t let you call out or receive calls any longer. Have contacted my cell provider and the problem is the phone, not my carrier. I have not been able to contact customer service. A bit frustrating. Do not recommend.","R1AG1501XGMPSF",,,,,,,,,,,"??","https://www.amazon.com/gp/customer-reviews/R1AG1501XGMPSF","Reviewed in the United States on June 15, 2025","31456","2375",,,"Size: 64GB, Color: White, Service Provider: T-Mobile, Product grade: Renewed","B08PP5MSVB","Size","64GB","Color","White","Service Provider","T-Mobile","Product grade","Renewed"
"United States",,"2025-06-26",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","64",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","It was perfect at first. Immediately after the return window was up, the ear speaker quit working. The only way to use the phone is on speaker or with a headset. I am not happy.","R38XCUXIUKS3E2",,,,,,,,,,,"NOT HAPPY","https://www.amazon.com/gp/customer-reviews/R38XCUXIUKS3E2","Reviewed in the United States on June 26, 2025","31456","2375",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2023-02-14",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","65",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","This phone arrived defective. I could not set it up because it kept turning off even though it was fully charged. I initiated a refund as it was suppose to be covered under Amazons seller-renewed program. this is the response I got from the seller, Hello, At this time, we have initiated a $1 refund towards your return since the device was received damaged and as you may know, customer damage devices are not covered by Amazons seller-renewed program. Unfortunately, we can't accept this return back for a full refund as it has voided the warranty but, we can offer one of two options. 1. Refund the order with a 20% restocking fee 2. Return the device back with no further resolution In the event, that we do not hear back we will proceed to return the device back to the address we have on file. I did not damage the phone, I returned it in its originally packing. If it was damaged it already had been and it didn’t work. They want to charge me 20% restocking fee for a defective and supposedly now damaged phone?? I think this seller is trying to make money on defective phones!! DO NO BUY. Update: They keep insisting that I damaged it and that they are returning the phone to me and issue no refund. This seller should be shut down.","R3PGYSZMIHQA61",,,,,,,,,,"36","Seller Trying to Rip Me off","https://www.amazon.com/gp/customer-reviews/R3PGYSZMIHQA61","Reviewed in the United States on February 14, 2023","31456","2375",,,"Size: 128GB, Color: White, Service Provider: AT&amp;T, Product grade: Renewed","B08PP5MSVB","Size","128GB","Color","White","Service Provider","AT&amp;T","Product grade","Renewed"
"United States",,"2025-05-02",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","66",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Functions on it stopped working within a couple months. First the camera went out. Then the screen started acting up. Getting blurry occasionally. Then the WiFi and Bluetooth stopped working altogether. No idea why. Phone really started slowing down. Battery drain is very fast, even when not being used. Can still call and text for now but calls get dropped unexpectedly even when it has full bars. Basically a $300 paperweight. Not happy.","R1PYZUP53TSH0L",,,,,,,,,,,"Renewed premium? Not likely. Very disappointed.","https://www.amazon.com/gp/customer-reviews/R1PYZUP53TSH0L","Reviewed in the United States on May 2, 2025","31456","2375",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed Premium","B08PP5MSVB","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed Premium"
"United States",,"2025-05-29",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","67",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","bought this item 9 months ago, worked fine for about 7 months and then the front camera and flashlight suddenly stopped working, ruining one of the main features a phone is used for. I am dissapointed in this phone not even lasting a full year, all my other phones have lasted me 3-4 years minimum.","RRZYBR3JFOG9R",,,,,,,,,,,"Front camera and flashlight stopped working","https://www.amazon.com/gp/customer-reviews/RRZYBR3JFOG9R","Reviewed in the United States on May 29, 2025","31456","2375",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-11-10",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","68",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I tried to take a picture of the curved screen but it was hard to get the right angle to show. I noticed when I put a screen protector on it after getting. there was a big bubble, it would sit right on the screen. I do alot of screen protectors. as long as there is no dust, the screen protector will settle and they will got away. although, it was excessive around the lower left edge. I told my son if it doesn't go away, I will put another on. We waited a week, all the bubble went away but the lower left corner. I got another screen protector and went to put it on, with lighting I was able to see curves around the edge. Its not getting the generic error for after market screen in settings. but it definitely does not sit right. at a glance the phone is decent condition but I think the curved screen really brings the value down and raises questions.","R1JPB1MXI72HNR",,,,,,,,,,"2","Screen is curved around edges.","https://www.amazon.com/gp/customer-reviews/R1JPB1MXI72HNR","Reviewed in the United States on November 10, 2024","31456","2375",,,"Size: 128GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","128GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-06-29",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","69",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","iPhone unable to recharge after five weeks. Error message. Says the battery is not a genuine iPhone battery. Send message to seller for RESOLUTION. Waiting for a response and will update this review accordingly.","RSOFDTBF0AOHM",,,,,,,,,,,"iPhone unable to recharge after five weeks.","https://www.amazon.com/gp/customer-reviews/RSOFDTBF0AOHM","Reviewed in the United States on June 29, 2025","31456","2375",,,"Size: 64GB, Color: Black, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","64GB","Color","Black","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-06-28",,"oneStar","https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_1?crid=3VA6YRDL2JSXG&dib=eyJ2IjoiMSJ9.-GgvdylllA5K_6T1tIc03yQkcoysrfM9idh_H28aINam4ITKP8dr1FXzP0PJZXeWxYzFZoFAl9U19AupWrqv1q71eZIN2x4_jxD8OYeHR6iBgI9SZ5Nus_aY_9Omb_Q8CVDYnxZ5jIDP8xC4O3G3WQWwJ0gu3xH-OVks3zafwaD5QS4UvR1105HSWSioh6iJ_5pEyCpndcre9GIn0XFIWtCJ5u0qs-ow6fD30kFQCfc.rjGfeYWVhkogc3fxuSIyIwYJh5mPQrZqS8UvDbYWvB0&dib_tag=se&keywords=iphone%2B12&qid=1752788610&sprefix=iphone%2B12%2Bpro%2Caps%2C449&sr=8-1&th=1","false","true","70",,,"B08PP5MSVB","B08PP5MSVB","1","https://www.amazon.com/product-reviews/B08PP5MSVB?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B08PP5MSVB&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","They make it so their product refurbished will last past the 90 day warranty window. When the window passes and the device malfunctions, Amazon can not help you. So it is a bad investment.","R3INK617FJ7YT2",,,,,,,,,,,"Warranty LoopHole","https://www.amazon.com/gp/customer-reviews/R3INK617FJ7YT2","Reviewed in the United States on June 28, 2025","31456","2375",,,"Size: 64GB, Color: Purple, Service Provider: Unlocked, Product grade: Renewed","B08PP5MSVB","Size","64GB","Color","Purple","Service Provider","Unlocked","Product grade","Renewed"
