model,ratingScore,date,full_review_text,sentiment_score,final_topic
iphone 12,1,2025-06-14,"Paid for excellent this phone is anything but. This review is more so for the condition of the phone and the rating it was given by the seller versus the phone itself, we all know what iPhones do or don’t do. I paid more for the “Excellent” rating or condition. This phone is by no means excellent. Cosmetically there is only one very slight ding on the corner but that means excellent shouldn’t be the term used for the condition of this phone. More so than the ding, the phone is gross. The phone must’ve been owned by someone who wore make up previously Because the speaker on the face of the phone is utterly gross. The silencing switch on the side is also nasty. The phone overheats very easily and severely. The battery capacity is only at 88%. That battery capacity alone should never have let this phone be categorized as excellent. Buyers beware!",-1,Screen & Cosmetic Condition
iphone 12,1,2024-02-06,The Phone i was sold was broken.. I bought this phone as a gift for my daughter for Christmas. This phone was a renewed phone but i doubt it was renewed. The phone was listed as a unlocked phone and i went to activate the phone and had issues right from the start. when i took the phone to metro PCS to have this phone added to my plan everything seemed to run smooth except any incoming or out going calls would not be received. when we tested the phone calling out after trying several different Sim cards every single time the phone would not call the phone number typed in the phone it would call the metro pcs customer service number. no in coming calls would come threw the phone. i took this phone to two different metro stores and got the same result each time. the phone was bad from the beginning. I immediately came home and started the return process starting january 4th 2024. Today is now February 5th 2024 talk about crushing a little girls feelings selling junk and not taking care of a exchange right away. now i know the company will state ohh it policy for 30 days until we can credit you but that does not sit well with me even worse is my refund will go to amazon credit and i just want to go to a Best Buy and buy my daughter a new phone that works but when ever the refund comes threw i now have to reorder from a new vendor and possibly run into the same situation i did with this seller. BUYER BEWARE.,-1,Phone Functionality & Defects
iphone 12,1,2023-01-15,"Amazon Cares Little About Supporting Students. Bought this phone to make the jump to iphone from android. Was impressed at how clean the phone looked and the professional packaging. After setting up the phone I noticed on my first phone call that the speaker had an unusual rattle. The rattle was confirmed and more noticeable while playing music and videos. Not impressed that a phone that supposedly passed a ""20 point inspection"" was allowed to ship with a noticeable rattle from the speaker. Sure the speakers worked but the sound was distorted which was irritating and unexpected. After calling Amazon support to promptly report the issue, the support staff were incredibly understanding and tried to come up with a solution. But, this is my first new phone in 4 years (my previous phone being a refurbished Android bought from Amazon) and I had upgraded after prompting from my carrier to upgrade due to network changes so I can not just reactivate my old phone in the interim. The only recourse the staff could offer was a refund after returning, not even a replacement after I indicated I liked the phone besides the speaker issue. So to end up with the same iphone I have to ship this phone back, wait for a refund, and then reorder the phone from Amazon! Mind you I would also have to either work without a phone (which isn't an option thanks to two step authentication) or go buy a different phone in the interim that I could receive sooner. I am extremely disappointed in Amazon's ability and willingness to support students and the lack of options the support staff were able to offer despite their best efforts. If you are looking for a phone that might ""look"" great but will probably have a noticeable defect then this is the option for you but don't bother trying to receive adequate assistance from Amazon, especially if you are a student because they will leave you high and dry without any satisfactory options.",-1,Phone Functionality & Defects
iphone 12,1,2024-01-03,"DO NOT purchase unless you ENJOY DEFECTIVE PHONES. After setting up the phone and trying to utilize it, we made the terrible discovery that the mic is DEFECTIVE. If we try to make a call, it sounds like we are muted with a ton of static. If we try to record a video or voice message, it sounds like an awful combination of static and being stuck underwater. Imagine making this discovery after you have gone through all the TROUBLE of TRANSFERRING all photos, contacts, apps, etc., from an Android phone. We contacted the seller, and they were COMPLETELY UNHELPFUL. They gave us a series of NO-BRAINER steps to go through (turn the phone off, blow in the mic, etc). After showing them LIVE VIDEO PROOF of how this phone DOES NOT WORK, they then told us we would have to RETURN the phone to them, or they would give us a whopping TWENTY-FIVE DOLLARS to take it to a local repair shop. I do NOT recommend buying a phone from this seller unless you enjoy INCONVENIENCE, DISAPPOINTMENT, UNHELPFUL customer support, and USELESS solutions. I have purchased numerous refurbished iPhones and iPads from OTHER SELLERs and have NEVER had this issue. This phone was defective STRAIGHT OUT OF THE BOX, which lets me know that this seller puts NO CARE or EFFORT into making sure that they are capable of performing BASIC FUNCTIONS and is HAPPY to sell you TRASH. If you are an international purchaser seeking an unlocked phone to use OUTSIDE THE U.S., then I recommend that you buy a phone from ANOTHER SELLER unless you want to deal with the TROUBLE of making RETURNS from OUTSIDE THE US in order to get HUNDREDS OF DOLLARS BACK.",-1,Phone Functionality & Defects
iphone 12,1,2024-11-20,"AVOID THIS SELLER! Refurbished iPhone Nightmare - Power Issues & Complete Disappointment. *Warning to Fellow Shoppers:* Don't make the same mistake I did! This refurbished Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed) is a lemon. Save your hard-earned money and avoid this seller at all costs. *The Problem:* This phone can't stay powered on, period. Constant reboots, random shutdowns during calls, and perpetual ""Connect to computer"" or Apple logo screens make it utterly useless. And a red low battery icon after saying it was 66% charged. *Unacceptable Experience:* - Charged battery drains instantly - Random power-offs mid-call - Frequent freezes on ""Connect to computer"" or Apple logo screens - Rendering the device completely unusable *Misleading Advertising:* The seller claimed thorough inspection and testing, but my experience says otherwise. Quote: “Excellent condition Amazon Renewed pre-owned product has been inspected, tested, and refurbished as necessary to be fully functional and meets following quality standards: Screen: When present, no scratches. Body: No signs of cosmetic damage (scratches, dents, and other) are visible when the product is held 12 inches away. Battery: When included, batteries have a capacity that exceeds 80% of the original battery life. Accessories: Generic or original equipment manufacturer accessories and packaging provided.” *Details:* - Order number: 111-8363805-1383429 - Purchase date: November 11, 2024 - Seller name: talkTek also known as (Trillion Technologies LLC) in “Amazon renewed” *Buyer Beware:* Don't risk your money on this faulty device. Look elsewhere for reliable options.",-1,Phone Functionality & Defects
iphone 12,1,2024-04-27,"Bad quality item, had to return two different phones. Bad Business practices Stay Away.. Bad Business practices Stay Away. Bad quality item, had to return two different phones. Now being charged for the phone anyway after returning both defective phones. I purchased a “Renewed” iphone from OlympicWireless through Amazon renewed Store. When the phone arrived, it looked ok, but when I attempted to put the screen protector on it the phone screen surface was not flat and the screen protector would not even lay flat against the phone screen. After trying 2 different screen protectors, I realized there was a problem with the phone itself. After looking closer at the phone, the screen was visibly sticking up in several corners, not installed correctly. At this point I packaged the phone back up and returned it for a replacement phone thinking this was just a one-off item. The second phone I received, I immediately checked if the screen protector would work. Again, the screen protector would not lay flat. I again tested 2 different screen protectors which both had the same result. Examining the second phone, it was again found that the screen was sticking up on two edges, the screen was installed incorrectly. I packed up the second phone and returned the item for a refund. I was given a refund at the time, but now, almost 2 months later I am being charged for the phone again and having to file a dispute. I would highly recommend against doing business with this seller due to Bad quality work refurbishing the phones and for bad business practices.",-1,Phone Functionality & Defects
iphone 12,1,2024-12-17,"DO NOT BUY THIS IS A PIECE OF TRASH!. Do not buy this unless ur looking for a phone that doesn’t work! First off quality, the phone it self had scratches on the front and back and edges, secondly, the phone often would freeze and glitch out making it unable to use the phone till it died and restarted. I had dropped the phone on accident not hard on carpet and It completely glitched out unable to see or use display. I had to take it to get it repaired and it had cost me $200 which is nearly what I paid for this piece of garbage. The issues don’t end there unfortunately, besides the poor battery life when I had gotten it repaired the woman was stunned when she had opened up the phone to see the iPhone brackets were taped using house hold tape! On top of that the screws used weren’t iPhone screws besides the fact the seller doesn’t care what they sell to people they can’t even use proper iPhone refurbishment materials. After I had gotten the phone fixed It had fallen again on the carpet only for it to go completely black and glitched out AGAIN. This is by far the worst experience I’ve had on and I do not recommend this at all to anybody looking to purchase an iPhone. This seller doesn’t care.",-1,Battery Life & Charging
iphone 12,1,2025-07-13,"Wasted $300. We bought a phone from them in Dec. it worked very well until a few weeks ago. It re-starts itself every 2 minutes… not an exaggeration. It doesn’t stay on long enough to transfer files off of it. We took it to an Apple store for help. They said they could fix it for $500+. They reco’d buying a ‘new’ used one from them for less + a year of insurance vs 90 days provided with these guys. TBD what we’ll do next, but it’s a wasted $300 whatever we do.",-1,Phone Functionality & Defects
iphone 12,1,2025-02-19,This phone not worth it. I don’t suggest you order from these people especially for a iPhone. I purchased one in June of last year after reading the review they seemed to good to be true you will get a great phone and it will come with full 100% battery etc like brand new. And only 300 dollars. I was a little skeptical especially buying a phone of Amazon but I did it because my daughter needed one. Since she has had the phone it’s had issue after issue it freezes all the time the battery after having less than year actually about 3 months after is know at 79% I have had phone longer that this and older and they don’t give me problems like this. I reached out to Amazon and they reached out to the company I never got a response to try to resolve the issue. I won’t be ordering from them again. I could have gone to T-Mobile or Best Buy and got the same phone and would not have these problems,-1,Battery Life & Charging
iphone 12,1,2024-05-25,"I personally feel like I got scammed. I read the reviews of everyone saying their phones had no scratches, had 100% battery life, everything was perfect yada yada. That was not the case for me. I got the best option for the phone and it came with scratches and chips all over it. Battery life was 88%. By far nowhere near what was expected. To add to my frustration the seller put a “signature requirement” on my package delivery with no indication I would need to do so. So not only did I miss the first delivery attempt but I had to pretty much watch my front door all day to make sure I didnt miss it again. Aggravating to say the least after feeling like I’ve waisted precious time and money. I’m genuinely unhappy with this entire experience. If I didn’t desperately need this phone due to the current one being destroyed. I’d be sending it back immediately and finding a new device elsewhere. Not recommended. Edit: I’ve just found out that only one speaker works! To top it all off when I’m on a call with someone it sounds like they’re talking to me through a tin can! I can barely hear anything either. Honestly I’m beyond feeling like I was scammed, I’m 100% certain I was. BUYER BEWARE DO NOT BUY FROM THIS SELLER.",-1,Battery Life & Charging
iphone 12,1,2025-06-14,"Terrible Quality. Absolutely terrible refurbish. It looked fantastic! First use noticed that the battery would not hold a charge for more than 2-3 hours. Phone had a protective case on it from the first day. Within the first week noticed that it got dusty INSIDE the phone causing the front facing camera to be obstructed. Obviously the phone wasn't sealed properly. Then dropped the phone accidentally, and the whole thing completely shattered- even with a screen protector and a case on! It is now completely unusable. Worst refurbish ever! Where did these poor parts come from? Would never buy refurbished from this seller again. TERRIBLE quality.",-1,Battery Life & Charging
iphone 12,1,2024-12-07,The worst first iPhone experience. I was so excited to get my iPhone it took me a really really long time to set it up to be able to get my Apple iCloud account to be able to put my service onto this phone everything it took me real long long time to be able to finally set up my phone and get everything how I wanted it And I go to make a phone call and I can't hear out of the speaker I have to have everybody on speaker everybody in all my calls and all my business because the speaker on the iPhone didn't work it was the worst first iPhone experience that I had I returned the phone right away because I did not wanna keep it paying $330 for something that I couldn't even hear people when I'm talking on the phone with them now I'm having to wait forever for the refund which I don't even know when it comes or how long is going to take because nobody is responding to me and I need to get Christmas presents you guys should make sure your products are full usable before you send them out,-1,Battery Life & Charging
iphone 12,1,2025-05-29,"Beat up 79% iPhone. The battery health on this ""refurbished"" phone is 79%, but the battery health on the phone it is replacing is 84%. This iPhone 12 is also way, way more beat up than the iPhone 11 I am replacing. It has chips on the buttons and on the edge of the camera lens. It looks like it was used by a 6th grader who repeatedly dropped it and kicked it across the school cafeteria. Not a good deal. I replaced the screen on my iPhone 11 and am sending this junk phone back where it came from. Total waste of time. 0/10.",-1,Screen & Cosmetic Condition
iphone 12,1,2024-12-09,"BE AWARE & HOPE YOU DO NOT HAVE TO DO A RETURN. I purchased an iphone 12 / 256k from the seller. The unit started having issues with the camera. The camera would not take still pics or video because it would flicker terribly and make a buzzing noise. It is critical that I have a phone at all times for work, and because I care for an elderly gentlemen and need to be in constant contact with the nurses on site. I asked the seller to send me a replacement phone and when I receive the replacement I will return the defective unit. They said they can't do that so I went to their site to purchase the unit again and was annoyed I had to put out the money. The price of the exact phone was a decent amount higher, which was very frustrating. I sent a message to the seller and asked if they would sell the replacement unit to me at what I paid for the original unit-then all of a sudden they did not carry the unit. I am returning the unit and will purchase from another seller who values customer service.",-1,Phone Functionality & Defects
iphone 12,1,2025-06-06,"Disappointed – Phone Looks Great but Doesn’t Work. I purchased this iPhone 12 for my 14-year-old son. Cosmetically, the phone is in excellent condition—it looks brand new. However, despite being advertised as unlocked, we’ve been unable to get any signal. We've spoken with both Apple and T-Mobile and tried multiple troubleshooting steps, including both eSIM and physical SIM options, but nothing works. Unfortunately, the seller does not offer an exchange, so now I’m left having to purchase another phone so my son isn’t without one. I’ll be very cautious before buying from this seller again. Appearance isn’t everything—functionality is key.",-1,Phone Functionality & Defects
iphone 12,1,2025-06-30,"Maybe I just got a bad one????. Phone came really fast, came with a clean screen but came with scratches and noticeable paint chips on the side and back and a bad battery ok it’s renewed but I ordered this same phone about 4 years ago and it was great! It had a good battery and no scratches maybe I just got a bad one this Time idk!",-1,Screen & Cosmetic Condition
iphone 12,1,2025-07-14,They won’t accept returns as advertised. I bought this with certainty that if the phone was not good I could return for a refund I was NOT satisfied with this phone. Not as advertised. I followed instructions for timely return and my refund was not processed. I am furious about this Rip off! Do Not buy from this vendor unless you want to risk getting garbage and losing your money.,-1,Phone Functionality & Defects
iphone 12,1,2025-07-10,Careful cause you might not get what you pay for. I paid good money for my phone. I paid for a black iPhone 12 when I got here it was blackish except for the back glass. Which appeared blue I thought I was going crazy because the sides were black here. It is a year later and the sides are chipping off the black to reveal. It’s blue on the Sided.,-1,Battery Life & Charging
iphone 12,1,2024-08-21,"Not working on arrival. This phone did not work on arrival. First, it was completely dead so I charged it for over 24 hours and it still wouldn’t turn on. While on the charger, it attempted to start up and would display the apple logo over and over again. Then when trying to do a force restart, it said I needed to connect to my computer to restore it, but when attempting to do so, removing the cord from the phone and/or power outlet, it would immediately die and display a dead battery screen. I called Amazon and they would only offer a return via Whole Foods or Amazon Fresh - which I do not have near my home. I was told a return through USPS or ups would not be possible. Amazon said I could contact the seller, which I did, then the seller responded that they were not liable and that Amazon would have to provide resolution. The whole experience with the phone calls and return process was not ideal and very inconvenient. I am still waiting for my refund. Amazon did provided a $20 credit to my account which I appreciate - this compensated for me having to drive 3 towns away to return the phone.",-1,Phone Functionality & Defects
iphone 12,1,2025-07-07,Do not buy cellphones from Amazon. A charge of $50 was requested for one day delivery on 7-4. Which seemed high. The phone did not arrive the next day but arrived on 7-5. No refund was made. The phone’s software was so corrupted the phone had to be renewed to factory setting by an apple technician. DO NOT BUY CELLPHONES FROM AMAZON,-1,Phone Functionality & Defects
iphone 12,1,2025-06-16,"Waste of money. I bought this phone for my brother’s birthday! First red flag the phone came with sooo many scratches even though I bought it in “ good” condition. The camera was blurry, I paid to get it fixed and it went back to being blurry. The batttery is awful and it drains fast. I will never order again. They only care about the money not the costumers. Make sure you check the reviews that’s not 5 starts before purchasing from these people",-1,Phone Functionality & Defects
iphone 12,1,2025-04-20,"Bad seller“Warning”. The iPhone 12 worked for 2 days and wouldn’t keep a charge. 🚩Had to keep it on the charger in order to set up phone. 🚩 Then three phone completely stop working. The 🍎 sign would show up and never powered up, it would just blink a couple of times but NEVER POWERED UP. Amazon tech did a troubleshoot no response from the phone. Now the sailor is saying he only wants to give me partial of my money back when I gave him full payment and I wasn’t able to use his product. The phone description says excellent condition. Which the outside was but not the inner. 🚩",-1,Phone Functionality & Defects
iphone 12,1,2025-06-27,"Don't buy this. Ordered the best condition possible. Arrived with a cracked back. The battery, despite saying 95% is completely shot. The phone drops below 80% and is immediately unusable, turns itself off and on again repeatedly and percentage jumps around etc. The volume also jumps between really loud and really quiet. They obviously don't make these to last.",-1,Battery Life & Charging
iphone 12,1,2024-10-06,Sucked. The screen came off because it has no conectors I dropped it and the screen came off the bottom screws are still In it charges but the battery life sucks too it shuts off Randomly even at 100% when the screen came off the battery was loose too there is no glue holding in the non original battery it over heats bad looks like the housing was replaced and doesn’t even have slots for the conecting brackets on the screen that’s why the screen dose not have any brackets just glue and it probably got loose because of how bad it would heat up the speaker isn’t even attached to the screen it’s in the housing and it’s supposed to be atached to the screen and it doesn’t even update to iOS 18 it’s stuck on 17 . Something it doesn’t update it also shuts off randomly and sometimes boot loops then turns on for a bit but the battery drains bad it only lasts 2 hours and sometimes when it shuts off at 64% and then it turns back on and it says it only has 10% and it says in settings it has a 99% battery health,-1,Battery Life & Charging
iphone 12,1,2025-06-30,Don’t recommend. I have to put the phone on speaker when on a call because I can’t hear anything on regular and it’s still not the best. I also wasn’t able to transfer any of my information from my old phone. I’m so upset the phone doesn’t work and I already threw the packaging away.,-1,Battery Life & Charging
iphone 12,1,2024-03-09,"Extremely disappointed. I originally was going to write an amazing review, the product was delivered to my house early, I got an excellent and the minimum battery life is 80%, the one I received was 90%. Everything seemed great until a week later and my battery went from 80% charged to 1% all of the sudden. I thought maybe I left something on and drained it so I put it to charge, and it wasn’t charging. I decided to look at the battery health to see if it dropped and there was a notification saying that the battery in this phone is a non-genuine Apple battery. So basically, they sent me a phone with a fake battery that is now turning off every few minutes and won’t charge. I am now returning it and hope they have the decency to refund it full price. Thank god I still had my old phone because I am leaving the country in a couple of days and can’t afford to get another one before I leave. What is the most upsetting is that I did my research on the seller and it seemed to have very good reviews and the bad ones seemed to not be the seller’s fault. Honestly if you want a refurbished phone just get one from Apple, it’s safer. The seller I got this from is Kanga Supply by the way.",-1,Battery Life & Charging
iphone 12,1,2025-06-01,DO NOT. BUT SAVE MONEY. The phone is no good it broke so fast back shattered and so was the front shattered camera stop work battery no good just got the phone in DEC 2024 and in May 2025 phone not good runs hot when I go get phone fix they did not fix back said phone not worth fixing not a REAL IPHONE better to buy new phone waste of money over $200 pissed I wish I could put -star,-1,Battery Life & Charging
iphone 12,1,2025-07-09,Would not recommend. The phone took FOREVER to charge and eventually went completely out. I’m so disappointed since my son did not get to enjoy the phone long. I even took it to a repair shop and the Apple Store and they said I was just sold a bad phone . I’m super disappointed!!,-1,Phone Functionality & Defects
iphone 12,1,2025-05-29,HORRIBLE BUY. My daughter leave for summer camp June 5 so I bought her a new phone so she can have while she is gone to a different state the charger that came with the phone didn’t work so I spent $20.00 on new chargers thinking that was the problem nope not the problem THE WHOLE CHARGER PORT IS BROKEN AND DO NOT WORK THIS IS THE WORSE SERVICE I HAVE EVER RECEIVED ON Amazon EVER,-1,Phone Functionality & Defects
iphone 12,1,2024-08-21,"DEFECTIVE & BROKEN. I made a huge mistake purchasing a phone from this seller. I bought an iPhone 12 in “excellent” condition. The phone arrived with scratches all over the screen, and clearly had been dropped because there was a gash in the side of the phone. I was upset but thought whatever for that price- I couldn’t find it that cheap anywhere else. I put a case on it and screen protector, and tried to make sure everything was working. I tried making a call, and when the phone was on speaker I could hear everything clearly; when the phone was off of speaker, I couldn’t hear ANYTHING at ALL. I sent it back two days after it was delivered. It’s been a week and I still haven’t heard anything else from this seller or received my refund on this phone. This was nothing but a headache and waste of my time. It’s depressing because I really wanted/needed this phone! They still haven’t made this right with me, didn’t offer anything for my trouble, not a discount or anything if I repurchased with them. Don’t make my mistake and buy elsewhere. They have better ones on eBay.",-1,Phone Functionality & Defects
iphone 12,1,2025-07-10,"SOLD ME A DEFECTIVE IPHONE. Product lasted one year before it “died” phone will not hold a charge I went to the seller for help and they will do NOTHING to back up their product. Not even an offer to try and fix their crappy phone. Basically I was told SEE YA, NOR PROBLEM.",-1,Phone Functionality & Defects
